Agrément	Localité	Désignation	Ligue	Département
2810066	VILLE SOUS LA FERTE	LES ARCHERS DE ST BERNARD	2800000	2810000
2810074	AIX EN OTHE	LES ARCHERS OTHEENS	2800000	2810000
2810078	MAIZIERES GDE PAROISSE	LES ARCHERS DE L'ETOILE	2800000	2810000
2810082	LES ARCHERS DU LAC	LES ARCHERS DU LAC	2800000	2810000
2851001	REIMS	CIE D'ARC DE REIMS	2800000	2851000
2851008	VERTUS	CIE DES ARCHERS VERTUSIENS	2800000	2851000
2851017	CHALONS EN CHAMPAGNE 1ER	1ERE COMPAGNIE D ARC DE CHALONS EN CHAMP	2800000	2851000
2851029	SAINTE MENEHOULD	CLUB DES ARCHERS ARGONNAIS	2800000	2851000
2851031	GUEUX	ARCHERIE DES GOTHS	2800000	2851000
2851032	TINQUEUX	STR	2800000	2851000
2851034	EPERNAY	CLUB EPERNAY DE TIR A L'ARC	2800000	2851000
2851036	NUISEMENT SUR COOLE	LES ARCHERS DE LA COOLE	2800000	2851000
2851038	SUIPPES	LES ARCHERS DE LA SUIPPE	2800000	2851000
2851043	CORMONTREUIL	MJEP CORMONTREUIL ARC	2800000	2851000
2851044	MOURMELON LE GRAND	CLUB SP.GAR.MOURMELON	2800000	2851000
2851047	VERZY	ARCHERY DES LOUPS	2800000	2851000
2851058	CHALONS EN CHAMPAGNE A	LES ARCHERS CHALONNAIS	2800000	2851000
2851062	MOURMELON LE PETIT	1ERE CIE D'ARC DE LA VESLE	2800000	2851000
2851070	FISMES	CIE D ARC DE FISMES	2800000	2851000
2851075	MAREUIL SUR AY	LES ARCHERS DE MAREUIL SUR AY	2800000	2851000
2851076	BAZANCOURT	SECTION TIR A L'ARC FJEP	2800000	2851000
2852010	ECLARON	1ERE COMPAGNIE D'ARC ECLARON	2800000	2852000
2852013	CHAUMONT	1 ERE COMPAGNIE DE CHAUMONT	2800000	2852000
2852035	CASTORS BLEUS	CLUB DES CASTORS BLEUS	2800000	2852000
2852049	JOINVILLE	LES ARCHERS DU VALLAGE	2800000	2852000
2852071	BOURBONNE LES BAINS	LES ARCHERS DES SOURCES	2800000	2852000
2852081	SAINT DIZIER	LA FLECHE BRAGARDE	2800000	2852000
2852083	BETTANCOURT LA FERREE	S.L.O. TIR A L'ARC	2800000	2852000
2922016	LANNION	LES ARCHERS DU TREGOR	2900000	2922000
2922044	DINAN	ARCHERS DE PAPEGAULT	2900000	2922000
2922046	PORDIC	LA COMPAGNIE DES ARCHERS DE PORDIC	2900000	2922000
2922059	LAMBALLE	CIE ARCHERS PENTHIEVRE	2900000	2922000
2922072	PAIMPOL	ARCHERS D'ARMOR	2900000	2922000
2922079	PLOUMILLIAU PLOULEC'H	ARCHERS COTE DES BRUYERES	2900000	2922000
2922080	SAINT BRIEUC	ARCHERS MJC POINT DU JOUR	2900000	2922000
2922089	PLOEUC SUR LIE	GROUPEMENT DES ARCHERS GALLO	2900000	2922000
2922098	LOUDEAC	ARCHERS DU PAYS DE LOUDEAC	2900000	2922000
2922100	PLESLIN TRIGAVOU	LES ARCHERS DU FREMUR	2900000	2922000
2922102	FREHEL	ASSOCIATION FREHEL MULTI SPORTS	2900000	2922000
2922105	PLENEUF VAL ANDRE	LES ARCHERS DE ROSMEUR	2900000	2922000
2922111	SAINT AGATHON	ARC EN CIEL	2900000	2922000
2922125	QUINTIN	MJC QUINTIN - SECTION TIR A L'ARC	2900000	2922000
2922137	ST QUAY PORTRIEUX	COMPAGNIE D'ARCHERS DU SUD GOELO	2900000	2922000
2929005	BREST	ARCHERS D'IROISE	2900000	2929000
2929006	QUIMPER	CIE ARCHERS DE L'ODET	2900000	2929000
2929009	QUIMPERLE	A T A Q	2900000	2929000
2929019	CONCARNEAU	C.ARCHER PETIT CHATEAU	2900000	2929000
2929020	PLOBANNALEC LESCONIL	CIE DES ARCHERS BIGOUDENS	2900000	2929000
2929027	PLOURIN LES MORLAIX	COMPAGNIE D'ARC	2900000	2929000
2929034	LOGONNA-DAOULAS	ARCHERS LOGONNAIS	2900000	2929000
2929036	ST POL DE LEON	CIE D ARC SAINT POL DE LEON	2900000	2929000
2929054	PLOUNEOUR TREZ	PLOUNEOUR TREZIEN	2900000	2929000
2929060	CHATEAUNEUF DU FAOU	LES ARCHERS DE L'AULNE	2900000	2929000
2929065	GUIPAVAS	LES ARCHERS DE GUIPAVAS	2900000	2929000
2929066	GUILERS	ARCHERS DE KEROUAL	2900000	2929000
2929085	BOHARS	ARCHERS DE BOHARS	2900000	2929000
2929107	OUESSANT	LES ARCHERS D OUESSANT	2900000	2929000
2929109	PLOUEDERN	LES ARCHERS DE PLOUEDERN	2900000	2929000
2929112	CROZON	LES ARCHERS DE LA PRESQU'ILE DE CROZON	2900000	2929000
2929113	LANDIVISIAU	LES ARCHERS LANDIVISIENS	2900000	2929000
2929117	ST RENAN	CIE D'ARC DES ABERS	2900000	2929000
2929120	RIEC SUR BELON	ARCHERS DES AVENS	2900000	2929000
2929124	PLOGASTEL ST GERMAIN	LES ARCHERS DU CASTEL	2900000	2929000
2929132	BRIEC	ARCHERS GLAZIK	2900000	2929000
2929134	QUERRIEN	ARCHERS DE QUERRIEN	2900000	2929000
2929135	PLOUGASNOU	COMPAGNIE D'ARC DE PLOUGASNOU	2900000	2929000
2935001	RENNES CIE	COMPAGNIE D'ARCHERS DE RENNES	2900000	2935000
2935014	SAINT MALO 1ERE	1ERE CIE D'ARC COTE EMERAUDE	2900000	2935000
2935017	FOUGERES	COMPAGNIE D'ARC DE COIGNY	2900000	2935000
2935030	REDON	LA REDONNAISE TIR A L'ARC	2900000	2935000
2935032	CESSON SEVIGNE	ARCHERS DE SEVIGNE	2900000	2935000
2935043	RENNES CHR	CIE DES ARCHERS DU CHR DE RENNES	2900000	2935000
2935056	DOMLOUP	LES ARCHERS DE ST LOUP	2900000	2935000
2935057	DINARD	DINARD AMICAL CLUB	2900000	2935000
2935058	PLEUMELEUC	ARCHERS DE BROCELIANDE	2900000	2935000
2935061	BECHEREL	CIE ARCHERS CARADEUC	2900000	2935000
2935062	RETIERS	CIE DES ARCHERS DE LA ROCHE AUX FEES	2900000	2935000
2935063	LIFFRE	LES ARCHERS DE LA FORET	2900000	2935000
2935077	ST AUBIN DU CORMIER	LES ARCHERS DU 11EME RAMA	2900000	2935000
2935082	BETTON	CLUB SPORTIF BETTONNAIS	2900000	2935000
2935091	GUICHEN	GUICHEN ARCHERIE	2900000	2935000
2935093	VITRE	LES ARCHERS DU CHATEAU	2900000	2935000
2935096	ST JACQUES DE LA LANDE	LES ARCHERS DE LA LANDE	2900000	2935000
2935104	ST AUBIN D'AUBIGNE	ACES CLUB ARLEQUIN	2900000	2935000
2935106	VERN SUR SEICHE	LES ARCHERS DE VAUGON	2900000	2935000
2935115	ST JOUAN DES GUERETS	LES ARCHERS DE LA RANCE	2900000	2935000
2935118	HEDE	CIE DES ONZE ECLUSES	2900000	2935000
2935119	CHAVAGNE	ESPERANCE DE CHAVAGNE	2900000	2935000
2935122	VEZIN LE COQUET	AVENIR SPORTIF VEZIN	2900000	2935000
2935127	CHATEAUBOURG	FLECHE DES HAUTS DE VILAINE	2900000	2935000
2935129	TINTENIAC	LES ARCHERS DU CANAL	2900000	2935000
2935130	THORIGNE FOUILLARD ACIGNE	ASSOCIATION DES ARCHERS DE HTE VILAINE	2900000	2935000
2935136	CANCALE	AMICALE LAIQUE CANCALE	2900000	2935000
2935138	BOURGBARRE	LES ARCHERS DE BOURGBARRE	2900000	2935000
2956002	PONTIVY	ARCHERS DE PONTIVY	2900000	2956000
2956008	JOSSELIN	LA FLECHE JOSSELINAISE	2900000	2956000
2956010	VANNES	ARCHERS DE RICHEMONT	2900000	2956000
2956038	LORIENT PL	SECTION TIR A L'ARC PLL	2900000	2956000
2956071	QUEVEN	CSQ ARCHERS QUEVENOIS	2900000	2956000
2956073	BADEN	LES ARCHERS DU GOLFE	2900000	2956000
2956074	KERVIGNAC	ARCHERS DE KERVIGNAC	2900000	2956000
2956078	LOCHRIST	CLUB DES LOISIRS POPULAIRES	2900000	2956000
2956084	SARZEAU	LES ARCHERS  DE RHUYS	2900000	2956000
2956090	PLOERMEL	ARCHER DE LA TABLE RONDE	2900000	2956000
2956095	LORIENT ASAL	ASAL	2900000	2956000
2956099	MALESTROIT	LES ARCHERS D'EXCALIBUR	2900000	2956000
2956108	PEILLAC	LES ARCHERS DE CRANHAC	2900000	2956000
2956111	AURAY	CIE DES ARCHERS DU RAIL D AURAY	2900000	2956000
2956112	CLEGUEREC	LES ARCHERS DE CLEGUEREC	2900000	2956000
2956131	SURZUR	ARCHERS DE SURZUR	2900000	2956000
2956133	PLOUHINEC	LES ARCHERS DE PLOUHINEC	2900000	2956000
2956139	ILE D'ARZ	LES FLECHES D'ARZ	2900000	2956000
3027002	GISORS	CIE D'ARC DU DONJON E.G	1300000	130027000
3027004	EVREUX ALM	CIE DES ARCHERS ALM EVREUX	1300000	130027000
3027005	LES ANDELYS	CIE D'ARC LES ANDELYS	1300000	130027000
3027008	PONT AUDEMER	ARC CLUB RISLOIS	1300000	130027000
3027009	VERNON CIE	COMPAGNIE D'ARC DE VERNON	1300000	130027000
3027015	PONT ST PIERRE	ARC CLUB DE L'ANDELLE	1300000	130027000
3027018	BERNIERES SUR SEINE	CIE D'ARC DE BERNIERES	1300000	130027000
3027046	CONCHES EN OUCHE	ARCHERIE CLUB CONCHOISE	1300000	130027000
3027058	BEAUMONT LE ROGER RISLE	CIE DES ARCHERS DE LA RISLE	1300000	130027000
3027059	ST SEBASTIEN DE MORSENT	FRANCS ARCHERS DE ST SEBASTIEN	1300000	130027000
3027065	LOUVIERS	LES ARCHERS DE LOUVIERS	1300000	130027000
3027068	IVRY LA BATAILLE	LES ARCHERS DU CHATEAU	1300000	130027000
3027071	THUIT SIGNOL	CIE DES ARCHERS DE THUIT SIGNOL	1300000	130027000
3027073	AUBEVOYE GAILLON	CIE D ARC D AUBEVOYE GAILLON	1300000	130027000
3027074	VERNON CSADN	SECTION TIR A L ARC C.S.A.D.N.	1300000	130027000
3027087	VENABLES	ARCHERS DE VENABLES	1300000	130027000
3027088	EVREUX  ST MICHEL	LES ARCHERS DE ST MICHEL EVREUX	1300000	130027000
3076001	ROUEN ROY GUILLAUME	ARCHERS DU ROY GUILLAUME	1300000	130076000
3076006	PETIT COURONNE	ARC ROBERT LE DIABLE	1300000	130076000
3076007	ROUEN ARC CLUB	ARC ROUEN CLUB	1300000	130076000
3076011	FECAMP	ARC CLUB DE FECAMP	1300000	130076000
3076012	LE HAVRE CHTA	CIE HAVRAISE DE TIR A L ARC	1300000	130076000
3076016	MONT ST AIGNAN	CIE DES ARCHERS DE MONT ST AIGNAN	1300000	130076000
3076021	NOTRE DAME DE GRAVENCHON	CLUB SPORTIF DE GRAVENCHON	1300000	130076000
3076023	BIHOREL	GALLIA CLUB OMNISPORTS DE BIHOREL	1300000	130076000
3076024	BRACQUEMONT	CIE DES ARCHERS BRACQUEMONT BELLEVILLE	1300000	130076000
3076025	EPOUVILLE	ARC CLUB D'EPOUVILLE	1300000	130076000
3076029	ST NICOLAS D'ALIERMONT	CLUB T.A. ALIERMONTAIS	1300000	130076000
3076033	ST ROMAIN DE COLBOSC	L'ARC ST ROMANAIS	1300000	130076000
3076037	MONTIVILLIERS	ARCHERS DU GRAND COLMOULINS	1300000	130076000
3076039	STE ADRESSE	DA ADRESSE	1300000	130076000
3076048	OFFRANVILLE	LES-ARCHERS-DU-COLOMBIER	1300000	130076000
3076051	SOTTEVILLE LES ROUEN	CIE DES ARCHERS SOTTEVILLAIS	1300000	130076000
3076053	PAVILLY	LES ARCHERS BLANCS	1300000	130076000
3076055	AUMALE	E.S.A.CIE DES ARCHERS AUMALOIS	1300000	130076000
3076057	SAINT VALERY EN CAUX	ARCHERS VALERIQUAIS	1300000	130076000
3076061	FERRIERES EN BRAY	CIE D'ARC DE FERRIERES EN BRAY	1300000	130076000
3076062	ST AUBIN LES ELBEUF	LES ARCHERS DU QUESNOT	1300000	130076000
3076063	CAUDEBEC EN CAUX	1ERE CIE D ARC DES TEMPLIERS	1300000	130076000
3076064	AS TOTAL PETROCHEMICALS	AS TOTAL PETROCHEMICALS	1300000	130076000
3076066	YERVILLE	ASSOCIATION DE TIR DE YERVILLE	1300000	130076000
3076070	AUFFAY	CIE DES ARCHERS D AUFFAY	1300000	130076000
3076076	GRAND COURONNE	COC TIR A L ARC	1300000	130076000
3076077	YVETOT	LES ARCHERS DU ROY D'YVETOT	1300000	130076000
3076078	TOURVILLE LA RIVIERE	AMICALE LAIQUE DE TOURVILLE LA RIVIERE	1300000	130076000
3076079	PLATEAU EST	ARCHERS DU JONQUAY PLATEAU EST	1300000	130076000
3076080	MAROMME	AMICALE LAIQUE DE MAROMME	1300000	130076000
3076081	GRAND QUEVILLY	LES ARCHERS GRAND QUEVILLAIS	1300000	130076000
3076082	PREAUX	LES ARCHERS DE PREAUX	1300000	130076000
3076083	BEUZEVILLE LA GRENIER	LES ARCHERS BEUZEVILLAIS	1300000	130076000
3076084	LUNERAY	CIE DES ARCHERS DU RONCHAY	1300000	130076000
3076085	VIEUX ROUEN SUR BRESLE	LES ARCHERS DU VAL DE BRESLE	1300000	130076000
3076086	SAINT MARTIN EN CAMPAGNE	COMPAGNIE DES MARTINS TIREURS	1300000	130076000
3076090	NEUFCHATEL EN BRAY	1ERE COMPAGNIE D'ARC DE NEUFCHATEL	1300000	130076000
3076091	CLCT	CENTRE DE LOISIRS CULTURELS DE TURRETOT	1300000	130076000
3167001	STRASBOURG  1ER CIE	1 CIE ARC STRASBOURG	3100000	3167000
3167002	HAGUENAU	ARCHERS DE HAGUENAU	3100000	3167000
3167010	HERRLISHEIM	CIE D'ARCHERS D'HERRLISHEIM	3100000	3167000
3167019	NEUWILLER LES SAVERNE	CIE D'ARCHERS DU PAYS DE HANAU	3100000	3167000
3167025	WISSEMBOURG	CIE ARCHERS DE WISSEMBOURG	3100000	3167000
3167029	OBERNAI	LES ARCHERS DE LA HAUTE EHN	3100000	3167000
3167030	ILLKIRCH GRAFFENSTADEN	ASSOCIATION DE TIR A L'ARC ET LOISIRS	3100000	3167000
3167031	SELESTAT	LES ARCHERS DE SELESTAT	3100000	3167000
3167033	LINGOLSHEIM	COMPAGNONS D'ARC LINGOLSHEIM	3100000	3167000
3167037	ERSTEIN	A.S.O.R. ERSTEIN	3100000	3167000
3167054	BRUMATH	FOYER CLUB JEUNES DU ZORNTHAL	3100000	3167000
3167057	SCHWEIGHOUSE	CIE DES ARCHERS DE L'U.S SCHWEIGHOUSE	3100000	3167000
3167058	WISCHES	AMICALE DE TIR SAINT HUBERT	3100000	3167000
3167059	DETTWILLER	LES ARCHERS DE ZORN VALLEE	3100000	3167000
3167065	STRASBOURG  STS	STE DE TIR DE STRASBOURG SECTION ARC	3100000	3167000
3167066	HAGUENAU ESTIENNE CSA	CLUB SPORTIF ET ARTISTIQUE ESTIENNE	3100000	3167000
3168003	MULHOUSE STA	SOCIETE DE TIR A L ARC MULHOUSE	3100000	3168000
3168005	STE CROIX EN PLAINE CIE	COMPAGNIE D'ARC STE CROIX EN PLAINE	3100000	3168000
3168008	THANN	LES ARCHERS DE LA THUR	3100000	3168000
3168009	COLMAR	COMPAGNONS DU HOHLANDSBOURG	3100000	3168000
3168011	MULHOUSE CAB	MULHOUSE C.A.B.	3100000	3168000
3168015	RIBEAUVILLE	RIBEAUVILLE (RIBEAUPIERRE)	3100000	3168000
3168018	DURRENENTZEN	A.S.L.D.	3100000	3168000
3168022	VOLGELSHEIM	LES ARCHERS DE VOLGELSHEIM	3100000	3168000
3168023	BRUNSTATT	ARCHERS ST GEORGES BRUNSTATT	3100000	3168000
3168035	STE CROIX ARC CLUB	ARC CLUB STE CX PLAINE	3100000	3168000
3168045	KRUTH	LES ARCHERS DU FRENZ	3100000	3168000
3168050	MUNSTER	LES ARCHERS DE LA VALLEE DE MUNSTER	3100000	3168000
3168056	MULHOUSE ARCHERS DU LION	LES ARCHERS DU LION ACSP	3100000	3168000
3168059	WITTELSHEIM	CIE D'ISHI ARCHERS DE WITTELSHEIM	3100000	3168000
3168061	SAINTE CROIX AUX MINES	LES ARCHERS DU VAL D'ARGENT CERCLE ST NI	3100000	3168000
3168062	RIXHEIM	ARCHERS DU CERCLE RIXHEIM	3100000	3168000
3168063	BUHL	LES ARCHERS DU FLORIVAL	3100000	3168000
3168064	FERRETTE	LES ARCHERS DE FERRETTE	3100000	3168000
3209019	PAMIERS	CIE D'ARC DE PAMIERS	3200000	3209000
3209081	LAVELANET	LES ARCHERS CATHARES	3200000	3209000
3212007	RODEZ	STADE RODEZ OMNISPORTS TIR A L'ARC	3200000	3212000
3212008	MILLAU	MILLAU ARC CLUB	3200000	3212000
3212073	BOZOULS	AVENIR OLYMPIQUE DE BOZOULS	3200000	3212000
3212102	CAPDENAC GARE	LA FLECHE CAPDENACOISE	3200000	3212000
3212107	SALMIECH	LES ARCHERS DU CEOR	3200000	3212000
3212108	DECAZEVILLE	TIR A L ARC DECAZEVILLOIS	3200000	3212000
3212116	BARAQUEVILLE	LES ARCHERS DU SEGALA	3200000	3212000
3212120	SEVERAC LE CHATEAU	CENTRE CULTUREL ET SPORTIF SEVERAGAIS	3200000	3212000
3231001	TOULOUSE TAC	TOULOUSE ATHLETIC CLUB TOULOUSE	3200000	3231000
3231005	MURET	CIE D'ARCHERS DE MURET	3200000	3231000
3231015	BALMA CAB	CLUB ATHLETIQUE BALMANAIS	3200000	3231000
3231018	CASTELGINEST	COMPAGNONS DE L'ARC	3200000	3231000
3231034	PINSAGUEL	ATAP	3200000	3231000
3231039	SAINT GAUDENS	CIE ARCHERS DE SEDE	3200000	3231000
3231040	BLAGNAC	ARC CLUB DE BLAGNAC	3200000	3231000
3231043	MONTGISCARD	ARCHERS DE MONTGISCARD	3200000	3231000
3231044	L'UNION	TIR ARC A.S.U. UNION	3200000	3231000
3231065	TOURNEFEUILLE	COMPAGNIE D'ARCHERS DU TOUCH	3200000	3231000
3231066	C.A.O.	CIE DES ARCHERS D'OCCITANIE	3200000	3231000
3231083	LUCHON	ARC CLUB DU LUCHONNAIS	3200000	3231000
3231095	AUZEVILLE	RUR ARC 31	3200000	3231000
3231098	AUCAMVILLE	U.S.AUCAMVILLE TIR A L'ARC	3200000	3231000
3231110	CUGNAUX	LES ARCHERS DE CUGNAUX	3200000	3231000
3231114	FRONTON	LES ARCHERS FRONTONNAIS	3200000	3231000
3231116	FONSORBES	AVENIR FONSORBAIS TIR A L'ARC	3200000	3231000
3231118	BALMA BTA	BALMA TIR A L'ARC	3200000	3231000
3231119	LEGUEVIN	LES ARCHERS LEGUEVINOIS	3200000	3231000
3231122	BESSIERES	LES ARCHERS DE BESSIERES	3200000	3231000
3231127	SAINT JORY	LA FLECHE SAINT JORYENNE	3200000	3231000
3232009	CONDOM	LES ARCHERS DE LA HIRE CONDOM	3200000	3232000
3232032	AUCH	L'ARC AUSCITAIN	3200000	3232000
3232053	MIRANDE	ARCHERIE MIRANDAISE	3200000	3232000
3232125	PLAISANCE DU GERS	PLAISANCE TIR SPORTIF	3200000	3232000
3232128	EAUZE	LES ARCHERS ELUSATES	3200000	3232000
3246003	CAHORS	1ERE COMPAGNIE D'ARC	3200000	3246000
3246033	FIGEAC	LES ARCHERS DE FIGEAC	3200000	3246000
3246052	BIARS/BRETENOUX	TIR A L'ARC	3200000	3246000
3246103	GRAMAT	ARCHERS DU CAUSSE DE GRAMAT	3200000	3246000
3265017	TARBES	ARCHERS DE BIGORRE	3200000	3265000
3265049	LANNEMEZAN	ARCHERS BANDOULIERS	3200000	3265000
3265080	POUYASTRUC	2 IE ARCHERS D ESTEOUS	3200000	3265000
3265094	BARBAZAN DEBAT	LES ARCHERS DE BARBAZAN	3200000	3265000
3265105	VIC EN BIGORRE	LES ARCHERS DE FEBUS	3200000	3265000
3265111	ADE	COMPAGNIE DES ARCHERS D'ADE	3200000	3265000
3265126	SEMEAC	SEMEAC OLYMPIQUE TIR A L'ARC	3200000	3265000
3281002	ALBI	COMPAGNIE DES ARCHERS ALBIGEOIS	3200000	3281000
3281024	MAZAMET	LES ARCHERS DE LA MONTAGNE NOIRE	3200000	3281000
3281028	CASTRES	LES ARCHERS DU SIDOBRE	3200000	3281000
3281029	GRAULHET	LES ARCHERS DU DADOU	3200000	3281000
3281075	LAVAUR	ARC CLUB DE LAVAUR	3200000	3281000
3281088	LA LANDELLE	A.S.C. LA LANDELLE	3200000	3281000
3281099	ST SULPICE	LES ARCHERS DU COTEAU	3200000	3281000
3281123	ALBI HANDIMUT	HANDI MUT SPORTS	3200000	3281000
3282038	MONTAUBAN	LES ARCHERS MONTALBANAIS	3200000	3282000
3282042	CASTELSARRASIN	LES ARCHERS DE CASTELSARRASIN	3200000	3282000
3282061	CAUSSADE	ARCHERS DU CAUSSADAIS	3200000	3282000
3282068	BRESSOLS	LES ARCHERS BRESSOLAIS	3200000	3282000
3282069	BEAUMONT DE LOMAGNE	ARCHERS DE LA LOMAGNE	3200000	3282000
3282089	ST ETIENNE DE TULMONT	LES ARCHERS STEPHANOIS	3200000	3282000
3282092	VERDUN SUR GARONNE	LES ARCHERS DE LABREILLE	3200000	3282000
3282106	MONTAIGU DE QUERCY	LA CIE D'ARCHERS MONTACUTAINS	3200000	3282000
3282109	VALENCE D AGEN	AMICALE LAIQUE VALENCE D AGEN	3200000	3282000
3301009	PREVESSIN-MOENS	ARC CLUB GESSIEN	3300000	3301000
3301012	BOURG EN BRESSE	COMPAGNIE DE BOURG EN BRESSE	3300000	3301000
3301026	OYONNAX	SEL TIR A L'ARC OYONNAX	3300000	3301000
3301032	MONTREVEL EN BRESSE	ARCHERS BRESSANS	3300000	3301000
3301036	BELLEGARDE SUR VALSERINE	ARCHERS DE LA VALSERINE	3300000	3301000
3301037	MONTREAL LA CLUSE	A.S.M.L.C. TIR A L'ARC	3300000	3301000
3301040	MONTLUEL	LES ARCHERS DU CANTON DE MONTLUEL	3300000	3301000
3301083	AMBERIEU EN BUGEY	CIE DES ARCHERS DU ROY	3300000	3301000
3301091	MONTMERLE SUR SAONE	1RE CIE D'ARCHERS MONTMERLE 3 RIVIERES	3300000	3301000
3301103	BELLEY	L'ARC CLUB BUGISTE	3300000	3301000
3301111	STE JULIE	ASEGF STE JULIE	3300000	3301000
3301115	DIVONNE LES BAINS	DIVONNE ARC CLUB	3300000	3301000
3301118	CHATILLON SUR CHALARONNE	LES ARCHERS DU VAL DE SAONE	3300000	3301000
3301125	BEYNOST	ULYSSE 2000 AIN	3300000	3301000
3301130	NEUVILLE SUR AIN	LES ARCHERS DE LA VALLEE DE L'AIN	3300000	3301000
3307056	PRIVAS	LES ARCHERS DE PRIVAS	3300000	3307000
3307057	ANNONAY	COMPAGNIE D'ARC D'ANNONAY	3300000	3307000
3307065	LABLACHERE	LES ARCHERS DE CHARLEMAGNE	3300000	3307000
3307124	ST PERAY	AMICALE LAIQUE DE ST PERAY	3300000	3307000
3307126	RUOMS	ARCHERS DE RUOMS	3300000	3307000
3307137	JAUJAC	ARCHERS DE JAUJAC	3300000	3307000
3307138	SATILLIEU	LES ARCHERS DU VAL D'AY	3300000	3307000
3326002	VALENCE	ARCHERS VALENTINOIS	3300000	3326000
3326009	SAINT PAUL 3 CHATEAUX	ARCHERS DU TRICASTIN	3300000	3326000
3326038	ROMANS - BOURG DE PEAGE	LES ARCHERS DES DEUX RIVES	3300000	3326000
3326045	ANCONE	CIE DES ARCHERS D'ANCONE	3300000	3326000
3326064	CHATEAUNEUF DU RHONE	ARCHERS CASTELNEUVOIS	3300000	3326000
3326073	OURCHES	ARCHERS DE LA RAYE	3300000	3326000
3326075	PIERRELATTE	CIE ARC PIERRELATTINS	3300000	3326000
3326082	PORTES LES VALENCE	LA FLECHE SOUS BOIS	3300000	3326000
3326088	VALDROME	CLUB OMNISPORT DU HAUT DIOIS	3300000	3326000
3326096	VALAURIE	COMPAGNIE DES ARCHERS DE VALAURIE	3300000	3326000
3326098	ST BONNET DE VALCLERIEUX	ST BONNET VAL LOISIRS	3300000	3326000
3326101	ST VALLIER SUR RHONE	AMICALE LAIQUE DE ST VALLIER	3300000	3326000
3326117	CHARPEY	COMITE CULTUREL ET SPORTIF DE CHARPEY	3300000	3326000
3326144	ST PAUL ASGE	ASGE CIE DE TIR A L'ARC TRICASTINE	3300000	3326000
3338003	GRENOBLE 1ER	1ERE CIE D'ARC DU DAUPHINE	3300000	3338000
3338008	BOURGOIN JALLIEU	LES ARCHERS DE LA JEUNE FRANCE	3300000	3338000
3338020	VILLEFONTAINE	1\CIE D'ARC DE VILLEFONTAINE	3300000	3338000
3338021	PONTCHARRA	1 CIE ARC PONTCHARRA	3300000	3338000
3338029	VOIRON	1ERE CIE DE TIR A L'ARC DE VOIRON	3300000	3338000
3338036	MEYLAN	LES ARCHERS DE ROCHASSON A MEYLAN	3300000	3338000
3338037	CHARAVINES	LES ARCHERS DU LAC	3300000	3338000
3338046	GRENOBLE AS	ASSOC.SPORTIVE DU CENGA GRENOBLE	3300000	3338000
3338053	VOREPPE	ARC VOREPPIN	3300000	3338000
3338070	MONESTIER DE CLERMONT	LES ARCHERS DE CHEVALEREUSE	3300000	3338000
3338071	SALAISE SUR SANNE	 LES ARCHERS DU RHODIA	3300000	3338000
3338072	LA MURE	CLUB DES ARCHERS MUROIS	3300000	3338000
3338076	HEYRIEUX	CIE D'ARCHERS D'HEYRIEUX	3300000	3338000
3338078	LANS EN VERCORS	CIE ARC LANS EN VERCORS	3300000	3338000
3338093	ST CLAIR DU RHONE	LES ARCHERS ST CLAIROIS	3300000	3338000
3338099	EYBENS	LES ARCHERS DU CHATEAU	3300000	3338000
3338100	PRAPOUTEL	ARCHERS DES 7 LAUX	3300000	3338000
3338103	VEZERONCE CURTIN	TIR A L'ARC VEZERONTIN	3300000	3338000
3338104	L'ISLE D'ABEAU	L'ISLE D'ABEAU ARC CLUB	3300000	3338000
3338107	SAINT MARCELLIN	LES ARCHERS DE ST MARCELLIN	3300000	3338000
3338108	L ISLE D ABEAU	ASPTT NORD ISERE TIR A L ARC	3300000	3338000
3338110	SASSENAGE	LES ARCHERS DE L OVALIE	3300000	3338000
3338112	RIVES	CIE DES ARCHERS DE RIVES	3300000	3338000
3338114	MORETTE	LES ARCHERS DES MONDALINES	3300000	3338000
3338115	ST MARCELLIN	LES ARCHERS DE CLAIXWOOD	3300000	3338000
3338123	VIENNE AC	ARC CLUB VIENNOIS	3300000	3338000
3338134	VINAY	LES ARCHERS DU TRERY	3300000	3338000
3338135	FONTAINE	MAISON DES JEUNES ET DE LA CULTURE	3300000	3338000
3338139	CHAMPIER	USC TIR A L'ARC	3300000	3338000
3338143	MOIRANS	COMPAGNIE DES ARCHERS DE LA SURE	3300000	3338000
3342003	ST ETIENNE	1ERE CIE DES ARCHERS	3300000	3342000
3342004	TERRENOIRE	A.S.J.A.T.	3300000	3342000
3342028	ROANNE	ARC CLUB ROANNAIS	3300000	3342000
3342044	MONTBRISON	CLUB MONTBRISONNAIS DE TIR A L'ARC	3300000	3342000
3342053	SAINT CHAMOND	1ERE CIE ARCHERS ST CHAMOND	3300000	3342000
3342063	IZIEUX	JEANNE D'ARC D'IZIEUX	3300000	3342000
3342067	ANDREZIEUX-BOUTHEON	F.A.C TIR A L'ARC	3300000	3342000
3342080	CHATEAUNEUF	DIANE CLUB	3300000	3342000
3342105	MABLY	LES ARCHERS DE MABLY	3300000	3342000
3342120	PELUSSIN	LES ARCHERS DU PILAT	3300000	3342000
3342121	FEURS	ENVOL DE FEURS	3300000	3342000
3342129	VILLEREST	LES ARCHERS DES REMPARTS	3300000	3342000
3369001	LYON 1ER	1ERE CIE ARCHERS DE LYON	3300000	3369000
